character,line
Kasius,I want to watch the light die in your eyes. My father will see me. He will have his world! Not just the sliver Quake left behind.
Simmons,Silence.
Mack,Yo-Yo... she...
Elena,Mack.
Mack,How? You were killed. Cant't be.
Elena,Oh. I'm so sorry you had to see that. It wasn't me.
Mack,But you were dead.
Elena,No. I'm here. And it's time to go home.
Deke,Just a few more.
Enoch,I will be offline sooner than anticipated. Far sooner. You need to patch in immediately.
Deke,"Okay, okay. Just hang on. We're going, we're going. Guys, we got a problem."
Coulson,What's wrong?
Deke,"I'm using Enoch to power the machine, but I'm losing him. You got to launch now."
Fitz,"What? No, Deke, it's too early. The team isn't back yet. Enoch. Enoch, buddy, hang on. I know that you've done so much already, but, please, please, just hang on."
Deke,"Guys, I'm buying as much time as I can here!"
Simmons,Let's go!
May,The rock's gonna open! Get here now!
Deke,"I always knew that working with you guys was gonna blow up in my face! It's about to get literal! Come on, buddy. Just hang together, okay?"
May,"You know she'll never forgive you, right?"
Coulson,I have to hope.
Deke,We're losing him! I'm out of time! Son of a bi...
Tess,You sure Deke didn't make it out?
Flint,He would have been standing right in the middle of that explosion.
Tess,Maybe he at least got the rock open. Some of them had to make it home.
Flint,They made it back. I just know it.
Tess,"Well, in any case, we got a second chance. Our friends from S.H.I.E.L.D. gave us that, yeah? Clean slate. Future's up to us now."
Flint,There's a lot that needs fixing.
Tess,You're right. Here's your blueprint.
