character,line
Coulson,Hope this works.
Mack,You hope. I'll pray.
Sibyl,Time for you to be reassigned.
Nathaniel,"So, this is it?"
Daisy,This is it.
Nathaniel,"I've studied your history, know all the enemies you've faced. I am honored to be the last."
Sousa,"So, that's what she can do."
Sousa,Anything I can do to help point the antennas in the right direction?
Fitz,Can you rewire the capacitor connections to bypass the network backbone?
Sousa,Nope.
Simmons,We were here. He said it'd be the hardest thing we've ever done.
Elena,"We know. They'll bang through the door soon enough. Hopefully, not before our friends handle their part."
Sousa,Don't worry too much about Mack.
Elena,Don't worry too much about Daisy.
Simmons,They're your everything. Stars in your skies. Fitz. I think I remember. Why we did all this. I think I remember what we're fighting for.
Daisy,"If you've seen my battles, you know how this will end."
Nathaniel,"You know, I don't... for the first time in a while. Can't wait to see how it plays out. Like it did with your mother, maybe? The only enemy we both fought. Someone needed to rescue you, whereas I snapped her neck, fair and square."
Daisy,Aah!
Mack,Hang in there.
Sibyl,Feels good to strike you down.
Coulson,But you wanna do worse.
Sibyl,I can give any Hunter orders remotely using only my mind. You're next. Once I tear everything but Chronicom hardware out of you.
Coulson,There's no need. The war's over.
Sibyl,You surrender?
Coulson,We won. Fitz and Simmons are retaking the Lighthouse as we speak. Oh. A creepy smile. That's new.
Sibyl,"So that's where they are. All available Hunters, disembark for the Lighthouse, where we have established a stronghold. All spacecraft, prepare to fire on previously targeted S.H.I.E.L.D. posts."
Coulson,Now it's my turn to smile. We just needed you to enter your authorization.
SIbyl,Oh? And what comes next?
May,The Cavalry
Mack,Nope.
May,We need to make sure the transmission's pointed in the right direction.
Mack,She's too weak. I don't know if she'll be able to boost the signal enough to reach Earth.
Coulson,"Kora, look at me. Look at me. We're fighting for the very thing that gives us strength. Do you need me to tell you what that is?"
Kora,No. I can do it.
Fitz,"Okay, parabolic antennae are nearly in position."
Kora,I hope you know how to give the Chronicoms orders.
Coulson,We aren't giving them orders. We're giving them empathy.
Elena,"Hey, there. You friends or enemies?"
Chronicom,Friends. As we have always been.
Coulson,Daisy.
Mack,"We have to let her do her part, no matter what the cost."
Daisy,Do you think you're winning? 'Cause I can't tell.
Nathaniel,"It's a close one, but I could go all day."
Daisy,Good. That's what we were hoping for.
Nathaniel,Is that right?
Daisy,Those sparks? That means Kora's purged all the Chronicom data from the planet. Turned the attack to our side. Mission accomplished.
Nathaniel,Down on the planet. But up here... these ships are about to vaporize your friends down below. And you can't stop that. There is no way to kill me without killing yourself.
Daisy,That's the idea.
Mack,"Thank you, Kora."
Coulson,This is what we were fighting for.
Daisy,Family.
Flint,"Okay, that was a neat trick."
Piper,"But how did you... What the hell, man?! We were scared out of our minds. Are you saying that we were guarding this thing for nothing?"
Fitz,No. You were guarding our everything.
Simmons,Alya?
Alya,Mama!
Simmons,Ohh!
Alya,"Mama, what's wrong?"
Simmons,"Nothing, sweet girl. Nothing. I'm sorry. I'm sorry."
Alya,"You said you would be gone for a long time, but that wasn't long."
Simmons,Felt like forever to me.
Alya,There was a loud noise.
Simmons,I know.
Alya,I was only a little scared.
Simmons,"Me too, sweetie. Me too."
Daisy,There he is. You're looking good.
Coulson,You're looking good. I never change.
Elena,Long time no see.
May,"Hi, guys."
Fitz,Hey.
Simmons,"Well, this is a nice venue. Whose idea was this?"
Fitz,Where's Mack?
Elena,Turtleman is always late.
Coulson,He knows. He'll be here.
Mack,Am I the last one?
May,Mm-hmm.
Mack,"Sorry. Ah, there was a situation in Moscow that needed my attention."
Simmons,A story worth telling?
Mack,"Well, it's, uh... it's classified."
Simmons,Of course.
Daisy,You enjoying the new digs?
Mack,"Oh, yeah, yeah. It's nice. You know, it's, uh... Yeah, but after all those years in hallways, uh, I'm... I'm just not used to having a view."
May,"Are you still stationed there, too?"
Elena,"I'm on assignment, actually... chasing an 0-8-4, of all things."
Mack,"Yeah, she's our most decorated Agent."
Elena,"Okay, okay. I've got a good team. We work well together. Although Piper, I think, is questioning her choice."
Fitz,"What, taking on the assignment?"
Elena,"No, the choice she made when you and Simmons asked her what she wanted for a reward."
Simmons,"And you, Melinda? How are you liking your new profession?"
May,I hate it.
Coulson,"No, you don't."
May,"I fought aliens, demons, and androids, and this is the first time in my life I've ever felt this exhausted."
Fitz,Amen to that.
Daisy,What do you know about being exhausted? You're retired.
Fitz,Only someone without kids would say that.
Simmons,Yeah. She's a lot.
Coulson,She's the best.
Simmons,She's learning to swim right now.
Daisy,Aww.
Elena,"Send videos, please."
Simmons,She wants to design her own fish.
Daisy,Aww.
Fitz,We have to tell her it's not possible.
Simmons,"Well, it's possible. It's just not legal... yet."
Mack,"Well, did she, uh... she get Uncle Mack's present?"
Simmons,Yes. Thank you.
Fitz,"Yeah, thank you for all the many presents. One a year is plenty."
Elena,"Oh, come on, Fitz. What about Christmas?"
Fitz,It's overrated.
Simmons,We did get a very nice letter from Agent Sousa. So cute he writes letters.
Daisy,"I know, right? I just got him a typewriter. Speaking of a kid on Christmas."
Simmons,Things are going... well?
Daisy,"They're going, yeah. We're just, like, loving the journey together. I showed him “E.T.” to prep for it."
Coulson,Great movie.
Mack,Classic.
Daisy,"He cried like a baby. Um, but he's... he's... he's made for this work. He's solid. But he does keep calling us the “Astro Ambassadors,” so that's... yeah. He's a dork. But he says hi. Speaking of dorks..."
Coulson,Wow.
Daisy,"What are you gonna do, A.C.?"
May,Yeah.
Simmons,"Yeah, I was gonna ask."
Daisy,You said you would take the year to reassess.
Coulson,"Well... I figure I can always, you know, turn off. So no rush on that. I'm gonna take a little time, continue my reassessment. See the world."
Elena,Right on.
Fitz,Glad to hear it.
May,"You know, after your sabbatical, I could use you."
Mack,"Yeah, me too."
Daisy,There's a bunk open on Zephyr Three. It's a nice one.
Coulson,I'll keep all that in mind.
Elena,"Guys, I'm going to have to go in a minute. We're approaching the drop zone."
Mack,"Okay, just remember... minimal force, sweetheart."
Elena,"In and out, no contact... I know."
May,"Uh, yeah, I-I have a group waiting, so, um... maybe we should just, uh, call it."
Daisy,"Yeah, I'm losing signal anyway. We're entering a Nebula."
Simmons,I vote we make this a tradition.
Mack,Yeah. I agree. We can't lose touch. We've been through too much together. A miracle we survived. Well... except for Coulson. And Fitz.
Coulson,And Daisy.
Simmons,And May.
Elena,"Geez, I was a zombie once."
Fitz,"So was Mack, actually."
Elena,Really?
Mack,Yeah.
Elena,Was I... Was I there for that?
Coulson,"Look, if this is a contest, I died like seven times."
May,Is that all?
Daisy,But I didn't even exist in Deke's timeline.
Elena,"Aw, Deke."
Simmons,Deke.
Daisy,I miss that little weirdo.
Simmons,Yeah. We may see him again one day.
Mack,"Look, I'm sure the D is doing just fine. I mean, he's probably playing Madison Square Garden right now."
Elena,"All right, well... I guess that's it. Same time next year? All right. Hasta la proxima."
Elena,We're only a block away from the drop-off?
Piper,"Yeah, but we should've been there quicker, and you should be able to drive better. You're a damn computer."
Davis,"I know, but either they changed the signs or you programmed me a little stupider so you could feel superior for once."
Piper,"I swear on all things holy, you were always this stupid."
Elena,"Don't slow down, Davis. I'll see you on the other side of the compound."
May,"Mack, I'll be sending a few names."
Mack,Good.
May,"And, Phil. You know, you should at least swing by on your travels, tell some stories to the newcomers. They'll love that."
Coulson,You might be seeing me.
Flint,You done finally? We're five minutes late to class.
May,You're late. I'm giving the lecture. That's not late. That's dramatic.
Fitz,This little monkey is punching me as hard as she can in the leg. We should go.
Simmons,Oh. Yeah.
Fitz,"Having a picnic in the garden. She's been very patient. Well... Bye, everybody."
Simmons,I'll e-mail you that anatomy analysis after Fitz is asleep. Interesting stuff.
Fitz,Aah! Ahh!
Mack,"You're at HQ? So, then... you received the package."
Coulson,Sitting right in front of me. Just need the code.
Mack,"1-3-6. It's in there. Along with a little, um... going-away present."
Coulson,Is it what I think it is?
Mack,"H-Hey, I'm still a mechanic at heart. All right? Be careful out there. Both of you."
Man,"All stations, make ready to get under way."
Mack,"Okay, everyone's in position. Let's move forward with the operation. Everything's in place."
Daisy,It's not the same without these guys.
Coulson,"No, it's not."
Daisy,Are you really just seeing the world?
Coulson,There's some places I've always wanted to go.
Daisy,"Okay. But look at what you did here. There are people out there who are lost, people who show promise. If you don't find them, who will?"
Coulson,How's it going with your new recruit?
Daisy,"She's doing great. She's been through a lot, but, um... It's funny what can happen when someone believes in you."
Coulson,Give me a call when you get back.
Daisy,"Yes, sir."
Sousa,They good?
Daisy,They're good.
Kora,"Hey. You have to see this. Amazing, right?"
Daisy,It's beautiful.
Coulson,Cool.
