character,line
Skye,Blue angels who fell from the sky.
Lady Sif,"Eons ago, the Kree waged a very long war. The casualties were high, and they needed more soldiers."
May,You mean cannon fodder.
Vin-Tak,We needed killers. One vicious faction among the Kree genetically modified other creatures' DNA. These modifications can be activated with Terrigen crystals.
Lady Sif,We know these torturous experiments failed.
Vin-Tak,"Not on Earth. Here, we had to shut them down. This faction had built a city. They brought with them the Diviners, which hold the crystals. Their plans were discovered and thwarted by the better of my kind, putting an end to that dark chapter of our past."
Skye,Until now.
Vin-Tak,"When I saw that an ancient signal had been triggered, I knew it had to be a Diviner. If the Kree empire learned that these experiments were a success, they would be likely to renew them."
Skye,Why did you come here?
Vin-Tak,"These transformed beings are... abominations. I knew that I had to find the remainder of the Diviners before another monstrosity occurred, and erase any knowledge of it."
May,How many Diviners are supposed to be in that crate?
Vin-Tak,Enough to create an army.
Simmons,"Sir, the crate is empty."
Vin-Tak,My worst fear has come true.
Simmons,We have to assume they were all taken at the same time back in the ‘40s. Does that mean Hydra has them?
Fitz,"And if Hydra doesn't, who does?"
Simmons,"Fitz, what is this?"
Fitz,"Oh! Uh... uh, that's... nothing. It's just a..."
Simmons,It's remarkable. Extra macromolecules just like in Raina's blood but... different ones. Whose DNA is this?
Fitz,"It's, uh... it's, uh... a simulation that I created... or a-a theory of, uh..."
Simmons,"A simulation? Fitz, this is uncanny!"
Fitz,"Can I have it back, please?"
Simmons,"The precision, the detail... it reads as real."
Fitz,"Yeah, but it's just a simulation."
Vin-Tak,"We must find the remaining Diviners, as well as anyone who's transformed."
Coulson,"We drowned the temple where the Diviners were activated, so that's a plus. And we do know the woman who was changed."
Lady Sif,"So, someone was transformed. A Kree slave warrior created. Have you put it down?"
May,No. She disappeared.
Lady Sif,What do you know of her?
Coulson,We don't know much about Raina's transformation. Skye witnessed it but didn't see much.
Lady Sif,You were there? What did you see?
Skye,"I-I didn't... I mean, n-nothing."
Vin-Tak,"Were there others with you? The changes may not be on the surface... but buried inside. You must understand, these creatures are weapons... abominations... even if they don't know it."
Mack,Another one?
Lady Sif,"Son of Coul, what is this?"
May,Skye... you want to talk to us?
Coulson,"Skye, what's doing this?"
Skye,I am. Don't!
Lady Sif,Hand her over. I will take her to Asgard. It will be safer for all of you.
Coulson,We will do no such thing.
Vin-tak,The weapon has been activated. It needs to be eliminated before it hurts someone.
Coulson,Skye is not a weapon.
Lady Sif,"Coulson, no one is saying Skye chose this, but she is dangerous."
Skye,I don't want to be this way.
Lady Sif,"Imagine what will happen if your powers grow. It may not stop at breaking glass. You could bring down buildings, tear continents apart..."
Skye,I can get a handle on it.
Vin-tak,"That's not what you were designed for. You were designed to destroy, which is why you must be put down."
Fitz,"Yeah, well, that sounds an awful lot like killing to me."
Vin-Tak,This is not your concern...
May,"Skye, let's go."
Coulson,"Fitz, we need bambino! You want her, you go through me!"
Simmons,W-What's going on?
Skye,"Jemma, I'm so sorry."
Simmons,You knew.
Fitz,"Uh, Lady Sif and the Kree are trying to take Skye away."
Coulson,"Sif, you've got your memory back. You know we're friends. Consider what you're doing."
Lady Sif,This is for the protection of your people.
Vin-Tak,Enough!
Vin-Tak,"Your friend Skye is an atrocity, and I must go put an end to this."
Mack,"We'll decide what she is. But for now, you're not going anywhere."
Vin-Tak,This is not your fight.
Mack,It kind of is now.
Morse,Maybe we should call in some real backup.
Vin-Tak,"This is twice now, you and me. You must really love fighting."
Morse,"Love fighting? No. But you're coming after one of my people, so I'm willing to fight."
Vin-Tak,That's noble. Stupid... but noble.
May,Okay. Listen to me. Just me. We can do this. You can do this.
Skye,I can't. I can't make it stop.
May,"You will control your emotions, just like we practiced."
Skye,I can't make it stop. Everyone is at risk.
May,"Just focus. Skye, look at me. Focus. It'll stop."
Lady Sif,"Agent May, release the girl!"
Vin-Tak,You knew you couldn't stop me. So what was the point?
Morse,Just wanted the attention.
Skye,"May, she'll get through."
May,Ignore it. Remember... focus!
Skye,I can't.
May,Skye.
Lady Sif,She harmed herself!
Coulson,Even though she knew it meant giving up her freedom.
Lady Sif,All to save the rest of you.
Coulson,"Don't you see? She wants to get better. If you take her away from the people she loves, she'll only get worse."
Lady Sif,"I know you think I overreacted. But this decision, leaving Skye with you, it carries real danger. I want you to understand that."
Coulson,I do. But we'll help her through it.
Vin-tak,Have we arrived yet? This... does not seem familiar.
Coulson,"No, this is not your home planet. Lady Sif will take you from here."
Vin-Tak,I apologize for my forgetfulness. You have been very kind. Why is my hand not blue?
Coulson,You are in disguise from the people pursuing you. Remember?
Vin-Tak,Right. I will keep watch.
Lady Sif,"I'll return him to his home planet, Hala. He'll remember none of this. No more trouble should come from there. But here..."
Coulson,Yes. There are other Diviners. But we flooded the city so no one can activate them. We'll take every precaution.
Lady Sif,Coulson... your people make decisions based on logic.
Coulson,Usually.
Lady Sif,Usually. As do mine.
Coulson,"Leaving Skye with us is the logical choice, I promise."
Lady Sif,"No. No, that is not what I mean. Asgard is millennia beyond you in our pursuit of science, of knowledge, and we have learned there are some things that can never be understood."
Coulson,Is this little talk one of them?
Lady Sif,"I know you wish to affect the outcome, but it may be... it may be beyond that."
Coulson,Are you talking about fate?
Lady Sif,"I am saying there are tides in the universe that you cannot swim against. Best of luck, Son of Coul."
Coulson,Thank you.
Lady Sif,"Heimdall, open the Bifrost."
May,"Not a lot of laughs, that one. And when I say that about somebody..."
Coulson,You agree with her. You think Skye's more than we can handle.
May,"Look, most of the time, I believe what I see. You know that, but..."
Coulson,But...
May,You died. You were brought back... with a map to a city encoded in your DNA. Our team's first mission?
Coulson,We picked up Skye.
