character,line
Fitz,"Okay, well, this will modify the frequency and wavelength of the stage lights, although technically they wouldn't be lights at that point. More like gamma rays."
Coulson,"Tell me this will work. I gave Daniels to S.H.I.E.L.D. to rehabilitate him. Turns out, they just gave him an upgrade."
Fitz,"Well, I mean, there's a slight chance he would absorb the energy and gain more power, but it's unlikely."
Coulson,"Who did you say created this technology, again?"
Fitz,Bruce Banner.
Coulson,Then I'm sure it'll go off without a hitch.
Skye,Eric. Eric?
Ward,You did it. Koenig said you managed to hack the NSA.
Skye,"Yeah, it looks that way. Where did he go?"
Ward,"He's sending everything over to NATO, CIA, Interpol. Guess he hopes they'll take it as a sign of good faith from S.H.I.E.L.D."
Skye,"That's smart. Though, looks like all I got was lots of views of an empty rooftop."
Ward,May's gone.
Skye,What do you mean “gone?” Gone where?
Ward,"She left. I'm sure if I asked where, she wouldn't have told me."
Skye,"Wow. So, no goodbye? No nothing? She never felt anything for us, did she? She just played us so she could keep an eye on Coulson."
Ward,That was her mission.
Skye,Did you feel anything for her?
Ward,Um... no. The only comfort we took in each other was knowing we didn't have to.
Skye,You can't choose to feel.
Ward,"Usually, I can. It's different with us."
Skye,"“Us” is a strong word. I mean, I know I kissed you, but to be fair, I thought there was a 97% chance we were gonna... die. But we didn't die."
Ward,Which is good.
Skye,"Yes, that is very good. But there's still no rush on us being an “us.” It's not like it's a good time to start anything."
Ward,There's never a good time. We've got to start somewhere.
Coulson,You better get going. Daniels will be here soon.
Simmons,"Okay, you'll be fine."
Fitz,"Why don't you tell her the truth... that you're still alive? Sir, it's just the way she talks about you sounds like you two had something nice."
Coulson,We did.
Fitz,So it's not because you're afraid to talk to her.
Coulson,"I don't want to hurt her again. Besides, it's not like I can stay. We have a job to do."
Fitz,Yeah.
Skye,"If that's how you felt, you had a funny way to show it."
Ward,"Specialists don't spend time with a lot of people. The ones we do, we're all cut from the same cloth."
Skye,Black kevlar?
Ward,"Trained to get the job done, keep emotions in check. But you... you're different."
Skye,“Different” bad? Bad for me.
Ward,I didn't want to think about you. I wanted to stay focused. And then I saw you after you were shot... fighting to stay alive? But you're right. I'm kevlar. You're not.
Skye,You don't have to be. You don't have to shut people out.
Ward,"Yeah, I do. There are things about me... that you wouldn't like if you knew."
Skye,You think I don't have skeletons?
Ward,It's different. You're... good.
Skye,So are you.
Ward,Not always. I lied to you. My older brother... he didn't beat up my younger brother. He was crueler than that. He made me do it. And I let him. I was afraid of him.
Skye,What about your parents?
Ward,"They were worse. I am not a good man, Skye."
Skye,"Hey. Yes, you are."
Ward,Mmm.
Ward,"Yeah, one of my... one of my cuts must have just opened up."
Skye,Let me help. Let me help.
Ward,"No, no, no, no. No. I just need to clean up."
Skye,"There you are, Eric."
Daniels,No. Keep playing. I'm sorry I scare you. I know that I'm a monster. But you're the one that can save me.
Coulson,Come on.
Skye,Eric? That's weird. Eric? Eric. Ward.
Simmons,Aah!
Fitz,Jemma.
Nathan,No. Please!
Skye,"No, no. No. No. Oh, no."
Ward,Skye?! Skye!
Skye,"He's Hydra. Okay. Okay, okay. Okay. Okay."
Ward,Skye.
Coulson,Oh. You're safe. I'm still here. I promise. I'm still here with you.
Nathan,Phil...
Simmons,Are you okay?
Nathan,"I... I thought... he was here. Seemed so real this time. See what we want to see, I guess."
Simmons,I guess so.
Skye,Hey. Think I'd be hiding in a closet?
Ward,I was wondering where you went. I went back to the room. You weren't there. Why did you leave?
Skye,Truth?
Ward,I'd appreciate it.
Skye,"You scared me. Opening up, and that kiss... which... was a very nice kiss, I admit."
Ward,I didn't mean to scare you.
Skye,"I don't exactly over-analyze. I just act impulsively, and then I freak out after the fact."
Ward,Are you still?
Skye,No. I'm good. I want this. And you? What do you want?
Ward,"What I want... is to stay here with you and imagine the world outside doesn't exist. But the world outside does exist. I just got word from Fitz. They need our help. The bus is fueled up, ready to go."
Skye,We should tell Koenig.
Ward,I just did. He's headed outside to open the hangar doors. We're in a hurry.
Skye,I just got to grab a couple things.
Ward,Hey. We need to go right now.
Skye,Of course we do. Lead the way.
Fitz,Sir. Is everything okay?
Coulson,"She said I never lied to her. Today, I did. But she's alive and safe. We did that, at least."
Fitz,Why didn't you tell her the truth?
Coulson,"I will. Someday, I guess, when there's a chance she'll understand. When we get back, I need to make things right with May. How can I expect Audrey to forgive me if I'm not willing to do the same? I'm gonna check with Trip and see how much longer we have."
Simmons,We need to talk.
Fitz,We do?
Simmons,"Agent Triplett thinks he's done something to upset you. Fitz, if you're questioning his loyalty in any way, I can assure you..."
Fitz,It's not him.
Simmons,"Well, what is it, then?"
Fitz,Uh... you know how I can be. I hate change.
Simmons,Where's our bus?
Fitz,And our team?
Coulson,I don't know.
Skye,"It's so beautiful. So, are we off to Portland?"
Ward,"Actually, Fitz thinks the 0-8-4 plasma ray we found in Peru might help."
Skye,Didn't we jettison that to the sun?
Ward,"Yeah, but Fitz has the specs on it."
Skye,On the hard drive. Mhm. You need me to decrypt the hard drive.
Ward,"The team does. And since it's coupled to specific coordinates, Agent Skye... you're in charge. Where to next?"
May,What are you doing? We have to go.
Lian,500 miles.
May,What?
Lian,"500 miles, and I don't even get a “thank you.”"
May,I was just about to...
Lian,It's too late.
May,... thank you.
Lian,I said too late. You can call anybody you like. Why me?
May,I needed someone I can trust.
Lian,"That bad, huh?"
May,Did you get it?
Lian,"I may be retired, but I still have contacts. And my agency hasn't fallen apart. You're not the only one looking, you know. She won't be hard to find."
May,I know.
Lian,"You're not gonna take her out, are you?"
May,"No, Mom. I just want to talk."
Lian,Good. I've always liked Maria.
