character,line
Coulson,And what would that be? It's Rosalind.
Daisy,"First name basis, huh? I'll leave you to it."
Coulson,"Well, I'm surprised to hear from you so soon."
Price,"Just checking, making sure you didn't give me a fake number."
Mack,You all right?
Daisy,I've been better. Thanks for not saying anything.
Mack,"You know, I sure could use some backup. Let's see what kind of skills you got, kid."
Daisy,All right.
Hunter,You certainly don't make it easy to get a meeting.
Kebo,The boss doesn't want it to be easy. But he's always interested in meeting people who can prove themselves.
Hunter,Sounds like an interesting bloke. I look forward to meeting him someday.
Morse,Simmons? Why are you looking at that?
Simmons,Trying to understand.
Morse,There's nothing to learn from this.
Simmons,It's possible it's not inert. Alien metals have different properties. We don't know for sure.
Morse,"Yes, we do. You're safe. That portal won't open again."
Simmons,But it has to. I have to go back.
