character,line
Chan,This is no test. This is torture.
Debbie,Thank you for your participation. Our group really owes you one.
Chan,I won't let you. What have you done?
Debbie,"We don't understand what gave you this ability, but the reason you don't burn is because your blood platelets are fire-resistant."
Raina,Which is why we're removing them.
Debbie,Take this upstairs.
Chan,"Raina, you said I have a gift."
Raina,And you're giving it.
Chan,Raina! Raina!!!
Coulson,Agent May and I will be handling the field work. You stay and oversee the prisoners.
Ward,Sir? I was Skye's S.O. It was my responsibility...
Coulson,"It was my call to bring Skye onto the plane, and you warned me against it. My problem. I fix it."
Miles,I'm sorry. I honestly didn't know.
Skye,"All our talks... did you mean none of it? I risked everything to help you, and it turns out every word out of your mouth since we met is total crap!"
Miles,That's not true.
Skye,"Democratization of knowledge, “the truth will set you free.” The truth sure as hell came out."
Miles,"I believe in all those things. I just don't know why they have to go hand in hand with barely scraping by. Come on, Skye. You lived in your van for the last two years."
Skye,Now you're making fun of my van?
Miles,"I could have funded us for years... us. So you wouldn't have to sacrifice your principles, joining this corrupt institution to find what you're looking for. And what's wrong with me trying to do that?"
Skye,I'll tell you what's wrong with that. An innocent guy might die... for money.
Miles,"You know I'd never intentionally hurt anyone. I'm just trying to get my life together. At least you know what you're looking for. Me? I don't have that. For a long time, I thought it was you. I guess I was wrong."
Skye,I guess so.
Coulson,Building has five floors. The first four are research. Fifth is listed as maintenance but uses half the building's energy.
Kwan,Either they're guarding the world's largest vacuum...
Coulson,Or that's where Chan's being held. Send your “B” and “C” teams in through the tunnels to secure the lower floors. Warn them that the Centipede serum's highly explosive.
Kwan,Understood. Where do we go in?
Coulson,The roof.
May,There. Heat signature confirmed.
Coulson,I love these things.
Chan,Agent Kwan... it's you.
Kwan,We're here to get you out.
Coulson,"Strike team needs a security override, stat. Kwan, can you arrange... Chan, what have you done?"
Chan,I've set myself free.
Ward,Coulson's in trouble.
Chan,Aaaah!
Coulson,"Mr. Chan, I know you're in pain."
Chan,"This is nothing. You were the ones killing me, forcing me to keep this gift locked up inside."
Coulson,"So we're good, right?"
Skye,The entire facility's been locked down.
Fitz,Are you sure about this
Miles,This is pretty cool.
Skye,The alarms disconnected the system from all exterior servers.
Ward,Can you fix it or not?
Skye,"Yes, but you've got to get me on-site."
Miles,No way.
Ward,Not a chance.
Miles,"You're a hacker, Skye, not Seal team 6."
Skye,No. But he is.
May,His file say anything about him being homicidal?
Coulson,"Just said he was kind of a tool. Mr. Chan, believe it or not, this can still get worse."
Chan,"You bend someone long enough and they break. Poor little Chan Ho Yin may have believed your lies, but not Scorch."
May,Who?
Coulson,"Oh, crap. They gave him a name. Get me a clean look. I'll make sure he wakes up in a S.H.I.E.L.D. containment facility."
May,Waking is optional at this point.
Coulson,I'm out.
Chan,Nothing can stop me!
May,Where are we on the doors?
Ward,Almost there.
Debbie,"S.H.I.E.L.D. has infiltrated the building. No, it's under control."
Raina,Didn't want to tell them? Chan's true nature has revealed itself.
Debbie,"Without his platelets, the serum will combust."
Raina,Wouldn't be the first one to blow up on you. I'm beginning to think you're bad luck.
Ward,How long is this gonna take?
SKye,Done.
Coulson,Doors are unlocked. Where's Chan?
May,He's gone.
Coulson,Damn it.
May,That tranquilizer was his last chance. You know that.
Coulson,I know. It's time to minimize the damage. Simmons... are the building's computers back online?
Simmons,Yes.
Coulson,Uncuff Miles.
Chan,You!!!
Raina,I wish you all the best.
Debbie,"Please, look, we can fix you... make you stronger, take the name Scorch and make it mean something."
Chan,It already does.
Coulson,"Mr. Chan, we don't want to hurt you... but we have to. We gotta move!"
Simmons,You need to drive the blast into the main ventilation shaft.
Fitz,"Yeah, and on up to the roof."
Ward,"Skye managed to extract some files from the building's mainframe. It's not much, but could get us a fix on Centipede."
Coulson,Maybe.
Ward,"You can't save someone from themselves, sir."
Coulson,You can if you get to them early enough.
Coulson,"You've got two choices ... take what's in this box, or we put you in a slightly bigger one."
Miles,You want to give me a hint? What's it do?
Coulson,"Whatever we tell it to do. I'd try to avoid any unlawful activity, and I think you'll find it hard to use electronic devices for a while. You can go now."
Miles,"Cool, but we're still in Hong Kong."
Coulson,Yep.
Miles,"I live in Austin, Texas."
Coulson,"I know. Oh, and Agent Kwan's family thanks you for the anonymous donation. My office."
Miles,"So, you plan to stay?"
Skye,If they let me.
Miles,You've changed.
Skye,Good.
Miles,"I mean, you're not who you used to be."
Skye,And you're not who I thought you were.
Miles,I hope you find what you're looking for.
Ward,Make it a double.
May,Is there any other kind?
Skye,"So, I'm going to Coulson's office now. I figured you might want to be there, being my S.O. and all."
Ward,I'm off the clock.
Skye,"Right. Okay, then."
Skye,I didn't want anything to...
Coulson,"Stop lying. Since the moment you stepped foot on this plane, you've been lying to my face, to all of us."
Skye,"No, I haven't..."
Coulson,"You're lying now! I stood up for you to my team down there. And some of us started to believe in you, risked our lives for you."
Skye,I...
Coulson,"Why are you here?! You've been keeping something from us... this whole time. And it wasn't just a boyfriend. You have a secret, Skye, and one chance to come out with it. That's now, or I'm done with you."
Coulson,What is this?
Skye,It's everything I have.
Coulson,On us?
Skye,"On me. That's why I learned to crack systems, why I joined the Rising Tide... to find any details I could about my parents.  There's nothing. No records. There's no trace of them. My lifelong search has led to a single document... redacted."
Coulson,By S.H.I.E.L.D.
Skye,"No matter what you do, I'll never stop looking."
Coulson,You might not like what you find.
Skye,It can't be worse than what I've imagined.
Coulson,Maybe I can help.
Po,"Well, you know I'm not going to do the talking."
Raina,The doctor is dead.
Po,About time.
Raina,"Well, she did find a solution to our... combustion problem. We believe we'll soon have stable subjects. On to stage two."
Po,That mean my situation's going to improve any?
Raina,"Well, other problems have surfaced, resurfaced, I should say. The S.H.I.E.L.D. unit in Hong Kong, we've encountered them before. They... took our subject off the map in Los Angeles."
Po,Not much I can do about that in here. So that's not why I'm getting the visit.
Raina,We would like you to touch base with the Clairvoyant. See if any insights can be given... on stage three.
Po,The Clairvoyant doesn't like to be touched.
Raina,We all have to do things that make us uncomfortable if we are ever to get our toy soldiers off the shelf. You know that better than any of us.
Po,I like your dress.
Raina,I know.
