character,line
Coulson,And you believe him?
Skye,Why wouldn't I?
Coulson,You barely know him.
Skye,"I know enough. He and Jiaying helped me. They never tried to hurt me. Th-They taught me to channel my power so I wasn't hurting myself. These are good people, Coulson."
Coulson,"Are they? People, I mean. Look, I know you feel connected to this group, but you won't tell us much about them, you're keeping to yourself..."
Skye,I've been taking care of Lincoln.
Coulson,"Okay, but from our perspective, we don't even know what to call them."
Skye,"Inhumans. Our ancient ancestors called themselves Inhumans, and we just want to be left alone."
May,"If they want to be left alone, then why infiltrate a military vessel?"
Skye,"You're assuming that this thing is a weapon. Well, it's in S.H.I.E.L.D.'s possession. Maybe they're just afraid of it, afraid of what Gonzales might do with it."
Coulson,We're not the enemy here.
May,"This man teleported onboard, Skye. He's clearly very dangerous."
Skye,"Well, same could be said about you, May. I heard about what happened to that little girl in Bahrain. Jiaying told me the whole story. Did you know that she was inhuman? They both were. So you, of all people, should understand why they'd want to keep their location a secret. What they're so afraid of."
Morse,Cargo hold's secure. Or as secure as it can be with a teleporter in the mix.
Gonzales,We no longer have to wait for the Inhumans to come to us.
Oliver,Remember how HYDRA could track the teleporter?
Weaver,I was able to rebuild that device using this scan from Deathlok's eye.
Morse,What are you saying?
Oliver,When the teleporter left the cargo hold...
Weaver,We were able to follow his signature.
Morse,You know where they are?
Gonzales,We do. I think it's time we pay our new friends a visit.
Gonzales,What's our plan of attack?
Coulson,Who said anything about an attack?
Gonzales,These people are a threat.
Morse,We don't know that.
Gonzales,We don't know anything about them.
Weaver,Except for the fact that they found our base and our aircraft carrier.
Oliver,They could teleport into this room right now and leave a bomb behind.
Weaver,We've seen what Skye's capable of. Lincoln could short out our entire system.
Coulson,"I understand your concerns, but the last thing we need is to start a war. We just finished one, for God's sake."
Gonzales,"Action needs to be taken, Phil."
Coulson,"Which is why I'm proposing a sit-down with their leader, this woman Jiaying. We'll call it a fact-finding mission."
Weaver,They'd need to agree to that first.
Morse,We could use Skye as a liaison. She is a S.H.I.E.L.D. agent.
Gonzales,Is that still true?
Coulson,Of course it is.
May,Now's a good time to find out where Skye really stands.
Jiaying,So they do have it.
Gordon,"Deep in their ship, under lock and key."
Raina,For now.
Cal,Sounds like somebody knows something we don't.
Gordon,"Jiaying, this doesn't concern him."
Cal,"Yes. Yes, it does. Our daughter is probably still with S.H.I.E.L.D. Or did you forget that you dropped her off at their doorstep?!"
Raina,"Cal, don't lose your head."
