character,line
Simmons,"Fitz... I don't know if you'll ever get this... but the mission hasn't exactly gone as planned. I'm not sure why we lost contact when I rescued the team from Izel's temple, but... the drive is malfunctioning, and we may have to abandon the Zephyr in 1983. Yo-Yo might be able to fix it, but if not... It won't be easy, but I know we'll find some way to be together again. Time, space... it's never stopped us before. And I won't stop trying. I love you."
Deke,"May and Yo-Yo are gonna be back in a minute, so we're all gathering in Command."
Jiaying,"Gordon! Gordon! Gordon, are you all right?"
Gordon,There's too many of them.
Li,Where did they come from?
Gordon,I don't know. But they're taking people prisoner. What do we do?
May,That can't be Daisy.
Nathaniel,"Well, you've been no help."
Jiaying,"Kora, get away from him!"
Nathaniel,"Jiaying, right? You've put Kora through enough."
Jiaying,Kora... what are you doing?
Kora,I've been holding it in for so long. Trying to be what you wanted... to be something I'm not.
Jiaying,"I only wanted what was best for you, to help you."
Kora,"You turned on me. Like, since that day, there's only fear in your eyes. You don't see anything but a threat. Admit it."
Jiaying,No. I love you. I've always loved you no matter what...
Kora,You were gonna let him put a knife through my heart!
Jiaying,"Never! Sweetheart. Sweetheart, remember when I would read you stories till you fell asleep? What would I always say at the beginning?"
Kora,I'm not a child anymore.
Jiaying,"I'd say, “Some stories have witches and dragons and bad men, and I will always protect you from all of it.”"
Kora,"You didn't protect me. You protected the world from me. Nathaniel's right. This is a prison, and I finally found my way out."
Nathaniel,Thatagirl.
Li,I'm sorry. She's beyond...
Jiaying,"Li, no, stop!"
Jiaying,Kora. Please stop!
May,Come on!
Elena,Get us out of here! Now!
Elena,"Come on, hurry up."
May,You can come with us. But I can't guarantee that it'll be any safer.
Jiaying,I can't leave my people behind to die. My daughter is still out there.
Elena,"She made her choice, but that man with her... Nathaniel... he's our enemy, too. We won't let you fight this battle alone."
May,We'll send coordinates to that watch when we're ready to meet.
Elena,You should find someplace to hide until then.
Gordan,There are a few places we could try.
Jiaying,I'm sorry you didn't find what you were looking for here.
May,Come on. It's gonna be close.
Coulson,Still no sign of the Quinjet.
Mack,"Come on, Yo-Yo."
Daisy,What if she shows up and she... she didn't get her power back?
Simmons,"Then we lose the Zephyr. And with only 46 seconds in the next window, there may not even be time to dock and evacuate."
Enoch,The intervals will only get shorter after that. We are mere moments away from catastrophic failure.
Deke,"Well, that's very comforting. Thank you, Enoch."
Sousa,Parachutes are ready to go.
Mack,Abandon ship.
Elena,Are we even in the right place? I don't see them anywhere.
May,"Give it a minute. We're a jump late, but we should still have enough time to dock with the Zephyr in the next window."
Elena,We should?
May,If I can land us on the first pass.
Elena,We're still gonna lose our time machine because I'm not about to save the day like everyone hoped.
May,"Yo-Yo, it was never all on you. The team could've found another solution in the last two days."
Elena,"May, they've only had 20 minutes."
May,"Oh, damn it. Right."
May,One shot.
Mack,You're late. Yo-Yo. Tell me some good news. Tell me you can get us out of this mess.
Elena,It didn't work.
Mack,Alright. We knew it was a long shot.
Elena,"Mack, I'm so sorry."
Mack,"No, you did what you could. Everyone, get to the Quinjet now."
Mack,"May, be ready to get us out of here."
May,"It's gonna be damn close, but I'll try. It's not your fault."
Elena,It is... if it's all in my head.
May,"Yo-Yo, all this guilt you're feeling, it's not going..."
Elena,I could accept it when it was some alien poison. But now? I'm never gonna get my powers back.
May,You'll bounce back. Always have.
Elena,Maybe I'm not supposed... to.
May,What is it?
Elena,I don't have to bounce back.
Mack,We stopped jumping. You okay?
Elena,Yeah.
Mack,"Wait, you... you didn't bounce back. How'd you do that?"
Elena,I think I've always been able to. I was just holding myself back.
Mack,"Afterlife was the right call, then. I'm glad it worked out."
Elena,"For us, maybe."
Simmons,"Your new body still hasn't fully charged, so you'll need to power down for a few hours. Think of it like a nap."
Coulson,Sure it is. At least let me.
Simmons,Yeah.
Deke,"So, what do you think? Can this thing get us home?"
Enoch,I am guardedly optimistic.
Deke,"Okay, I'll take that. I mean, don't get me wrong, there's a lot of stuff that I'm gonna really miss about the '80s. Hey, do you play the drums, by any chance?"
Enoch,I can keep tempo.
Deke,"Wait, what's happening?"
Enoch,It didn't work.
Nathaniel,"This just feels right, don't you think? You here, them there. Everybody finally knowing their place."
Kora,What are you gonna do to them?
Nathaniel,"Let's call it a redistribution of wealth. Take stabby here...did he ever do anything to deserve that power of his? No. Just following an ancient set of ancient practices. You know, all these rules... who's given a gift, who's given nothing. Who lives, who dies. It's all written in the stars. I feel like we should shake things up. Give the world a little something new."
Kora,And what's that?
Nathaniel,Anarchy.
