character,line
Mack,"Yeah. It's, uh, it's a lot of strangers. But they're coming together. Helps to keep the fridge stocked."
Daisy,Cheers to that.
Mack,And I thought you'd never come back. When do I get to hear stories about deep space?
Daisy,When we sit down for debrief. I saw an ocean of lava.
Mack,For real?
Daisy,"Yeah. I didn't think I could come back to anything more bizarre, but I should've known better."
Mack,"Well, where you been the last five years... I'm looking forward to that debrief."
Daisy,Me too.
Mack,What?
Daisy,"“What?” You've been staring at her for, like, at least a half-hour."
Mack,Nuh-unh. Don't be stupid.
Elena,So tell me... How are you holding up?
May,Should have killed him the moment I saw him. I knew it wasn't Coulson. Kept falling for it anyway.
Elena,We all saw something in Sarge that wasn't there. But at least we had Jaco.
May,How did you get him to join us?
Elena,I didn't. I just reminded him what he was fighting for.
May,To Jaco. For seeing Sarge for what he really is.
Elena,Salud.
Piper,"So, right back at it, huh? You narrowly escape death again?"
Davis,"Yeah, you can say that."
Piper,"I mean, it's sad... honestly. I mean, I took a few days R&R because I'm still young and I have a life and I don't have a spawn squirming around at home, but you couldn't wait to get back. Was he just as much of a pain in the ass as his old man? Davis. You big baby. No wonder. You sleep better here than you do at home."
Deke,I was seriously so worried about you. I honestly spent several minutes there where I actually thought that you were dead.
Fitz,"Well... I'm not. I'm very, very, very much alive."
Deke,"Yeah, and you look great, by the way. Younger... or something. I haven't really done the math on that, but I will, ‘cause it's your brain that I inherited. Oh, and... I-I don't want to gloat, because technically, the argument was with the other you, but, uh, you know, you being here, you prove that my multiverse theory was right, so... Sorry, Bobo. You owe me 20 bucks. Nah, I'm kidding. We didn't bet. Oh! I did want to show you this, though."
Fitz,He keeps calling me “Bobo.”
Simmons,That's what you wanted to be called.
Deke,"So, this is my company. It's 48,000 square feet. You got to lay down some roots if you want to grow fruit. Yeah. Oh, which reminds me... Scotland! Scotland? Yeah, what about it? I want to learn everything about my family heritage. We... We can... We can go, we can stay in a castle. I could buy us a castle. No, I'm... I'm serious. I could buy us, like... any castle. Oh, there's, um... There's someone I want you to meet."
Deke,Hey. What...
Sarge,"Wasn't personal, Snow."
Deke,"Take him away, boys. Hey, hey. Come on. You're among family now."
Daisy,Deke? Why isn't she in lockup?
Deke,Why would she be?
Daisy,'Cause she's a murderer.
Deke,"Okay, Daisy. Is that what this is really about?"
Daisy,"Uh, what else would it be about?"
Deke,"It's that old chestnut. Boy meets girl. There's chemistry. Girl's too afraid to act on it. Then that same boy becomes a tech billionaire and new feelings emerge, namely... regret."
Daisy,"No, I'm pretty sure it's about the murder. Could someone lock her up now?"
Deke,"Hey. Hey! Wait, you can't..."
Mack,"Okay. All right, everyone. A toast. To those of you who've served since the very beginning. And to those whose journeys have just begun. To the agents we've lost in the line of duty. As well as those who have somehow returned. And to those who stand by us at our best... and at our worst. Because without every single one of you, there is no S.H.I.E.L.D."
May,"Hear, hear."
Elena,Salud.
Fitz,Cheers.
Mack,Hey. You mind if I come in?
Elena,Sure. Is everything all right?
Mack,"Uh, yeah, it's, uh... I don't mean to keep you up. It's just, uh... I have a few things that, uh, I want to say... that I've wanted to say. But, you know, I... I can... um... I can be slow sometimes, so..."
Elena,How many beers have you had?
Mack,"N-No, it's... it's not that. It's... Uh, t-there are, um... situations that, uh... will, um... will get complicated, no matter how hard you try..."
Elena,"Mack. Today, we survived. It's been a good night. Let's not..."
Mack,I screwed up. With you. I screwed up.
Elena,Okay.
Mack,"We've been through hell and back... both of us. And... I figured if... if I could get you off my mind, then that would help me be a... a better Director. You know, clear-headed, even-handed."
Elena,And... did it?
Mack,"I don't know. 'Cause you're always on my mind. And today, when they took over Z1 and you weren't there... I never for a moment worried you weren't safe. In fact, I knew you would be."
Elena,I always told you not to worry about me.
Mack,"I know. And you were right. I'm not asking for forgiveness now. Just, uh... just a chance to earn it. Eventually. All right, um... Good night."
Elena,We can take it slow.
Sarge,"You? Really? I know you're not much of a talker, so get to it."
