character,line
Fitz,Yeah. I bet they're relishing the fact that we couldn't crack the cloaking device.
Simmons,"Don't be silly, Fitz. Everyone here knows how valuable you are to the team."
Fitz,"Well, they avoid me like the plague."
Simmons,They do not. They... they just have their own problems right now.
Fitz,"Oh, yeah. The Creel business."
Simmons,"In fact, perhaps they need our assistance. If they're looking for a way to neutralize Creel's ability..."
Fitz,No one has our experience with gifteds.
Simmons,"Of course, we can't just hijack the project from them. That would shatter their confidence."
Fitz,"Yeah, no. Do not want to do that."
Fitz,Or do we?
Simmons,Fitz...
FItz,"Yeah. Yeah, no, no. Stupid, silly idea. I don't know why I sai..."
Simmons,Hey. Look. There's a whole packet of research they just left laying about all willy-nilly for anyone to see.
Fitz,It's Creel's DNA results.
Simmons,Interesting. Shall we see what we can do with these?
Fitz,"Yes, we shall, Simmons. Yes, we shall."
Waitress,"You all good, hon? Are you still waiting on a friend?"
Creel,"Yeah, I'm still waiting."
Waitress,"All right, then. No hurry. Here, let me clear that. Excuse me. Aah! I'm sorry. Think I got a shock. Static electricity or something."
Coulson,What's the status on Creel?
May,"He's been in there for over an hour. Either he's waiting for a drop or he's getting drunk off his ass. Something's happening, Coulson! I'm going in! Everybody, get back!"
Man,I don't know what happened! All she did was touch the guy! And then he took off.
Waitress,Please... help me!
May,Hang on.
May,All the woman did was touch his arm.
Coulson,We know that Creel absorbs the properties of whatever he touches. He must have absorbed the Obelisk and its deadly powers.
May,But why hurt a waitress?
Coulson,I don't think it was intentional.
May,You're saying he's losing control?
Coulson,He had some control issues when S.H.I.E.L.D. first came across him.
May,"If that's what's happening, anyone near him is at risk. Should have engaged when I had the chance."
Coulson,"Then you'd be dead, too. If this is on anyone..."
May,"Just because you're director, doesn't mean everything's on you, Phil."
Coulson,Yes. It does. Go dark. Get back when you can. Now what?
Triplett,Nice ride. Some rich guy loan it to you?
Hunter,"Yeah, something like that. Shame about the rims, though, eh?"
Triplett,Yeah. Probably cost a grand each.
Hunter,At least.
Hunter,"This isn't a friendly stop, is it?"
Triplett,Nope. Hands on the car.
Hunter,How the hell did you lose him?! Why haven't you got every agent out there looking for Creel right now?!
Coulson,You think you're entitled to answers?
Hunter,He killed two of my friends. I think that's entitlement enough.
Coulson,"Well, it's not."
Hunter,You should have aborted the mission.
Coulson,Hartley should have followed my orders.
Hunter,"Yeah, well, she tried to. Izzy's only mistake was listening to me."
Coulson,Is that why you came back? Guilt? A desire for revenge? Or was it because of what Talbot promised you?
Hunter,All of the above.
Coulson,So you took the deal.
Hunter,I have 48 hours to deliver you.
Coulson,Or else you're a dead man.
Hunter,"Words to that effect, yeah."
Coulson,Talbot. And you didn't give him our location?
Hunter,Don't get me wrong. I thought about it. He put a four-man detail on me. Took three hours to shake them. I could have led them right to your door.
Coulson,"So kind of you to reconsider. And in exchange for me, you get what, exactly?"
Hunter,"A proper burial for Isabelle Hartley. I wanted to make sure her record was cleared, that her family were properly notified."
Coulson,Really? That's all?
Hunter,"Look, between you and Talbot, I know you'll get to Creel first. He's the only thing I want. Well, that and the money you owe me."
Coulson,"You're kidding, right? ‘Cause sometimes I can't tell."
Hunter,"No, I'm not. I want my pay, and not just mine, either. I want Hartley's and Idaho's, too."
Coulson,Okay. Now you're kidding.
Hunter,It's for their families. I think they deserve something for their loss. Don't you think?
Coulson,I'll take care of it.
Hunter,Good. Once we have Creel... I'll be in the wind. Or three sheets to it.
Fitz,Why are they going the biochemical route?
Simmons,Using an adenovirus factor to counter Creel's ability.
Fitz,"Yeah, well, it's pointless, really, since the injected, um..."
Simmons,Injected vector will never bind to his cellular membranes.
Fitz,"Yeah, so... well, then they'd have to find a way to destabilize..."
Simmons,"The molecular structure of Creel's epidermal cells, yeah. Destabilize."
Fitz,Oh. I d... I didn't solve this today.
Mack,Who you talking to?
Fitz,What? No one.
Mack,"You like talking to yourself. That's cool. A lot of people do. You know, I like singing in the shower. Yeah, I know it's not really the same thing, but I wouldn't want anyone to hear it."
Fitz,What do you want?
Mack,"All right, for cloaking, were you thinking about putting it under avionics or...?"
Fitz,Enough about cloaking! I'm busy... with... something.
Mack,"Well, it sounds like you're just blowing me off. You want to be alone? That's cool."
Simmons,"You know, I think I like him. He's honest."
Fitz,"Blunt, I'd say."
Mack,I call them like I see them.
Simmons,"No, he doesn't talk to you like the others. It's quite refreshing, actually."
Mack,Yo. Fitz. Your mind go wandering again?
Fitz,What?
Simmons,See?
Mack,What do you got there?
Fitz,"No... this ... this is just, uh..."
Simmons,Go ahead and show him. What harm would it do?
Mack,Does it have something to do with stopping Creel?
Fitz,Yeah. I think... I think that we are... I-I... have... I... I didn't solve this today.
Mack,You think you can?
Hunter,"Izzy's sister, Jane. Her favorite person in the world. After me, of course."
Skye,Looks like they liked each other.
Hunter,"Yeah, those two, when they got together, there was a lot of laughs. And bottles of wine. Izzy was good when it came to family. Which is why I'm taking this. It belonged to her mum. Died of breast cancer about five years back. Jane has it now, too."
Skye,That's awful.
Hunter,Yeah. Life can be a mean drunk that way. Never knows when to stop punching.
Skye,How did you guys meet?
Hunter,Through my psychotic ex-wife.
Skye,Mm-hmm.
Hunter,Those two were good friends back in the day.
Skye,I'm really sorry. Tough to lose people you care about.
Hunter,Secret to that? Don't get attached.
Skye,"Tried that. Didn't work. For you, either."
Hunter,"You know, you remind me a bit of Izzy. Raw but sharp. You got skills."
Hunter,Type that could earn you some real money in the private sector.
Skye,As a mercenary?
Hunter,"Yeah, I don't think so. We prefer the term “private military contractors.” Don't knock it. Everyone needs an exit strategy eventually."
Skye,Not me. S.H.I.E.L.D.'s my life now.
Hunter,"S.H.I.E.L.D. isn't a life. It's just a job... a means to an end. Remember that. You hear anything more about Creel, let me know."
Creel,Who's this?
Bakshi,"Good evening, Mr. Creel. We've been trying to reach you."
Creel,Where the hell were you? I waited at the drop site for an hour.
Bakshi,"Calm down, Mr. Creel. There's no need to panic. We're being cautious now that S.H.I.E.L.D. is a factor."
Creel,"Forget them. I got a real problem. That thing really messed me up. I turned to rubber when I touched it. Thought that it would protect me, but it infected me, too."
Bakshi,We're well aware of your condition. But believe me when I say that Mr. Whitehall wouldn't have selected you for this job if you weren't capable of completing it.
Creel,You don't know what it's doing to me. I can't keep it off.
Bakshi,"Once we have the Obelisk, you will be taken care of the way Hydra has always taken care of you. Please proceed to the secondary drop site, and I shall meet you at the appropriate time. Good night."
Man,Hello?!
Creel,What?! What are you looking at?!
Raina,"Leave them alone, Mr. Creel. We have far more important things to discuss."
Creel,I know you from somewhere?
Raina,"My name is Raina, and I'm a huge admirer of yours... and your gifts."
Creel,"Beat it, lady. I'm not into groupies."
Raina,You misunderstand. I know you recently acquired something extremely precious and rare... something I'm very interested in.
Creel,Whatever you're offering... it ain't enough.
Raina,"Maybe not. But aren't you the least bit curious as to what it might be? It's called carbyne, an allotrope of carbon found in stardust, three times harder than diamond. With an added bonus. It can store energy. Beautiful, isn't it? So filled with potential."
Creel,Am I supposed to be impressed?
Raina,I'll settle for interested.
Creel,"You have no idea who you're dealing with, lady. You ever hear of Hydra?"
Raina,Name rings a bell.
Creel,"Let me give you a tip... run. ‘Cause if the guy I'm working for gets ahold of you, I'd hate to see what he's gonna do to that pretty little face of yours."
Raina,"Looks like you need some help there, Mr. Creel."
Creel,"I'm not the one who needs help, lady."
Raina,You do if you touched the Obelisk.
Creel,I'll tell you what... I'm gonna do you a solid and not tell my boss about you!
Raina,What about the carbyne?
Creel,It's the cost of doing business.
May,He couldn't have gone far. Local authorities have his description. Roadblocks are up.
Coulson,Talbot's people are still out there.
Triplett,Why was Creel at the bar?
May,He was waiting for someone. We just don't know if that person ever showed.
Coulson,We need a solve for Creel's powers. And we need it yesterday. How's the lab coming?
Triplett,Nothing yet.
Skye,"You remember that encrypted Hydra frequency we shut down? Well, it's back up."
Coulson,Someone sent a message.
Skye,A message for us with a phone number to call.
May,"Yeah, could be Creel."
Triplett,"Creel? A phone number? What, is he lonely?"
Skye,I doubt it. The guy is jacked. And he can turn any body part into any material.
Coulson,Okay. Thank you for that.
Skye,Mm-hmm.
Coulson,Call the number.
Skye,Okay.
Raina,Hello?
Coulson,Who is this?
Raina,"Agent Coulson, I'm glad you got my message."
Coulson,"Raina, as I live and breathe."
Raina,It's been a while since we've spoken.
Coulson,I'm kind of in the middle of a manhunt. Can we make this quick?
Raina,"Why? You need time to trace this call, don't you? I take it, then, you haven't tracked down Mr. Creel or the item he stole."
Coulson,What do you know about that?
Raina,I know Hydra's about to get their hands on it.
Coulson,"Well, congratulations."
Raina,Let me be clear. Mr. Creel is working for Hydra. I am not.
Coulson,Why the breakup? Bad dental plan?
Raina,Hydra only has one thing on their minds... world domination... which is so 1945.
Coulson,"What do you want, Raina?"
Raina,"It's what I don't want, which is the Obelisk falling into the hands of people who don't understand it. I'm thinking you might."
Coulson,And I'm thinking you're gonna tell me why.
Raina,"John Garrett understood it. The moment he was injected with the same drug that saved you, he had visions. He started carving those visions on the walls."
Coulson,Garrett was a madman.
Raina,Garrett was enlightened. He witnessed our fate... what we'd become. Have you?
Coulson,You're not calling to talk about fate. You want us to catch Creel.
Raina,"You read my mind, Agent Coulson. Truth is Mr. Creel stole something from me. Fortunately for the both of us, it has an embedded tracker. But you'd better hurry. He's growing less stable by the second."
Coulson,"The moment that frequency comes through, I want everyone on the move. If Creel's handing off the item to Hydra, we need to see where that leads."
Skye,What if Creel melts down again? The lab hasn't figured out how to shut down his powers yet.
Coulson,"If he's an immediate threat to civilians, Trip's got the backup plan."
Skye,What kind of backup plan?
Triplett,The heavy-duty kind with armor-piercing rounds.
Skye,Will that work?
Hunter,"Get close enough to him, catch him off guard..."
Coulson,"Hopefully, we won't have to find out."
Hunter,Where do you want me?
Coulson,That depends. Can you follow an order?
Hunter,"Absolutely, sir."
Coulson,"Because part of me wants you here running back-end. The other part knows we need boots on the ground, and I've only got a few good pairs."
Hunter,"I'll be good. Scout's honor. Please, sir. I owe Hartley one."
May,We could use him.
Coulson,Suit up.
Fitz,It's all about the... the resonant. I didn't solve this today.
Mack,"What... what... what... what is this? What, is this some kind of sonic thing, like the cloaking device?"
Fitz,"No, I didn't, uh..."
Mack,"Look, forget about the cloaking device, all right? No one's blaming you for that. Right now we just got to focus on taking down Creel. Whoa! Whoa! Calm the hell down! Hey, beat it! You're pissing him off."
Fitz,Okay.
Mack,Take it easy.
Fitz,"Look, I didn't solve this today!"
Mack,"Yeah, I know. You said that already!"
Fitz,I didn't solve this today!
Mack,Wait. Are you saying you didn't solve this today. You solved this before?
Fitz,Yes.
Mack,Y-you're looking for an old design?
Fitz,Yes! Yeah. Yeah.
Mack,"All right. Okay. All right. I'm with you. Yeah. I'm with you, turbo. All right."
Fitz,No. No. No. Um... go back one. Go back one. Yeah. Yeah!
Hunter,Icers? Great. How did we get stuck with a nonlethal option?
May,Coin flip. Trip called tails.
