character,line
Simmons,"That means that every bit of energy inside us, every particle will go on to be a part of something else, maybe live as a dragonfish, a microbe, maybe burn in a supernova 10 billion years from now. And every part of us now was once a part of some other thing... a moon, a storm cloud, a mammoth."
Fitz,A monkey.
Simmons,"A monkey. Thousands and thousands of other beautiful things that were just as terrified to die as we are. We gave them new life... a good one, I hope. It's fitting we're down here together, Fitz. This is where all life began on our planet, anyway... Just outside that glass..."
Fitz,Jemma... What?
Simmons,"The glass. Fitz, the glass!"
Fitz,"Yeah. It's bulletproof, pressure-resistant."
Simmons,"But the seal is 4-hydroxy- 4-methyl-2-pentanone, surely."
Fitz,"Yeah, I know what you're thinking, but the flash point is too high for it to burn."
Simmons,"But medical ethanol has a low flash point, and it burns..."
Fitz,Hotter. If we could use the defibrillator as an ignition source...
Simmons,And build a compressed explosive...
Fitz,"To ignite the seal, the outside pressure will..."
Fitz,"Yes, yes, yes, yes! This really hurts my arm."
Simmons,"Okay. Well, now we know that, there's a whole new set of problems, but where do we start?"
Quinn,"And finally, welcome to our cybernetics subsection, where we design, manufacture, and, with this, install our most advanced system. Ladies and gentlemen, this prototype can replace the severed limb of a soldier in minutes with one 10 times stronger, fully networked to the soldier's biometrics and to his optical targeting system."
Jacobs,"If you want me to open up Uncle Sam's checkbook, I'm gonna need specifics."
Quinn,"Specifics. Specifically, I'd like to build dozens of these machines, increase the scale of our surgery wing, crank out 100 soldiers a day."
Jacobs,To join our special ops units.
Quinn,"No, to replace them. Navy Seals, Secret Service. Now, gentlemen, we know the world's a dangerous place now. What we're offering you is... security."
Coulson,"All right, what do we want? There's a three-wheel over there."
Triplett,Here comes a Humvee that has better fireworks.
Coulson,Hold on.
Triplett,"Now, that's what I'm talking about."
Coulson,Did you bring a noisemaker?
Triplett,"Sir, I bring the noise and the funk wherever I go."
Man,"Hey-ho, friends! The enemy approaches. Careful, now, or they'll win the day."
Man,Move! Over there. Over there!
Triplett,Hey.
Man,Ohh!
Coulson,You know where to put this next one.
May,"Nice work, guys. The window's open."
Quinn,Relax. Practice drills. The compound's secure. You have nothing to worry about.
Jacobs,"Tell us what the hell is going on out there, or you can kiss a government contract goodbye."
Quinn,"G-gentlemen, gentlemen, please, I beg you..."
Garrett,"Don't beg them, Quinn. You're not a rottweiler. We don't need their scraps."
Jacobs,Who the hell is this?
Quinn,"This is our strategy consultant, John Garrett."
Jacobs,"I want full disclosure right now, or our boys will come in and shut you down. Why do I hear gunfire?"
Garrett,"You hear the dying breath of an old world, general, and a new world is coming. I've tasted it on my tongue."
Jacobs,This is your strategy consultant?
Quinn,He's... part time.
Garrett,New strategy... you shut your mouth and give us everything we want.
Jacobs,"You threaten a United States general, and there are consequences."
Garrett,"Oh, you feel powerful now, don't you? But you're all just slaves who will serve our future."
Jacobs,"Listen, you crazy son of a bitch..."
Quinn,"Gentlemen, perhaps a small demonstration will..."
Garrett,"Yes. Oh, yes. A demonstration. I've seen the future. I've glimpsed it through the eyes of every creature, dead, living, or yet to be. This is the beginning."
Ward,"The beginning of what, John?"
Garrett,The end. Aah!
Ward,You're not going anywhere. You think you can steal the gravitonium?
Raina,It was given to us.
Ward,What the hell did you say to Garrett?
Raina,I listened.
Ward,He's psychotic! Did you notice that?! I just had to lock up six government officials because he butchered the seventh one. He completely lost it in there.
Raina,You're wrong. Garrett's not lost. Far from it. He's connected now.
Ward,Don't tell me you're following him into this madness. His talk of evolution...
Raina,"I agree with him. You're the one who follows him. But in this case, you should. For the first time, you both need the same thing, and so do I."
Ward,What are you talking about? I need him to get his head on straight.
Raina,"Skye... we need Skye, and that's all you ever wanted, isn't it? The evolution he speaks of... she'll be an important part of that, so go get her, Grant Ward."
Ward,Get her for what?
Raina,"The world is going to change, and when it does, she could be yours."
Ward,Wow. You really are crazy. Skye detests me. She thinks I'm a monster.
Raina,"Are you? Is that your true nature, or is that what Garrett made you to be?"
Ward,I don't know.
Raina,"Well, we know about Skye's parents, about the darkness that lies inside her. I believe in a world where her true nature will reveal itself. And when that day comes, maybe you two could be monsters together."
Coulson,More on our six. Here they come.
Triplett,"These windows can't take many more hits like that, sir."
Coulson,Let's hope they don't have to.
Skye,"Coulson, we've found the dealer. This is a bomb. You know what those do. And you've seen Agent May here through the eyes of your super soldiers, so you know what she does. You don't want to mess with us, is my point."
Zeller,"You're not gonna be able to hijack our soldiers. We've thought through every emergency scenario, including this one."
May,Don't tell me you just switched the soldiers to default directive.
Zeller,"Yeah, I did. And how did you know about that?"
Triplett,Time for the guns?
Coulson,Time for the guns. Stay. Stay. Good boy.
Triplett,They're off to defend Garrett.
Coulson,"And lead me right to him. Now that we're inside, go contact on forces and make some noise on the way out. Trip, if the rest of us don't make it, I still want this place to burn."
Triplett,"I prefer you make it, sir."
Coulson,"Me, too."
Ward,The compound's been hit. Raina and Quinn took off. We need to take action now. What are my orders?
Garrett,"That's up to you, son."
Ward,"Wake up! Come back to reality, John. What do you need me to do?"
Garrett,"You've already done it. Oh. It's your handler, probably to tell me what the soldiers are seeing. Yeah?"
Skye,"Hi, John. Just calling to catch up."
Garrett,Skye. You sound different on the phone... huskier.
Skye,You curious why I'm calling from your soldier control center?
Garrett,"No, I'm not too concerned. You see, if anyone but the assigned handler gives a directive to one of my men, well, kaboom."
Skye,"Ah, darn it. Coulson didn't think of that. You outsmarted us again."
Garrett,"Phil's around? Great. We actually have a lot to talk about. Oh, and I wanted you to know... your scientist friends... they were brave until their last breath. Raina told me how special Skye is. I know you've seen that from the start. You want orders? Get her."
Ward,Thank you.
Garrett,He's always been a tender heart. You don't need to be set to default. You haven't left me alone all day.
Mike,"I was told to never leave your side, sir."
Garrett,"I love you, too."
Fitz,"All right, we need to hurry. We have to do this soon. There has to be enough ox..."
Simmons,"Oxygen to ignite, yes."
Fitz,"Yeah. Okay. Now, when I press that power button..."
Simmons,"The window will blow in, and water will rush inwards."
Fitz,"Yeah, which is gonna be like 100 punches to the stomach, okay? The wind's gonna be knocked right out of us. Now, this is near empty, but I've rigged it to let out a burst of very high pressure... should force a breath into your lungs, but you have to hold on to it, okay? Hold on tight. Should be enough to get you up the 90 feet or so."
Simmons,One breath? But there's two of us.
Fitz,"Yeah, I've done the math. That's why you're taking it. You're a better swimmer, anyway."
Fitz,Jemma.
Simmons,No! I'm not leaving you here. That's ridiculous. We need a new plan.
