character,line
John,What are we talking about?
Lilla,ATVs. The Hugger thinks we should get one for the boys. I think it's a terrible idea.
John,For Alfie?
Mack,Why are we circling?
May,I can't take them to the Zephyr.
Mack,Why?
May,I felt nothing from him... like Coulson.
May,Check his arm. You said he hurt it.
Mack,"No, no. He can't be one of them. We got there in time before anything could happen."
May,"I know what you're feeling, and I'm sorry. But you know it might be true. Check his arm."
Lilla,"Wait, what's going on?"
John,"Uh, what's going on? Why are we turning?"
Mack,John... you mind if I take a look at your arm?
John,"What? Uh, no. It's fine."
Lilla,Why aren't we going home?
Elena,It's okay. We'll be there soon.
Mack,"Let's show May that you're all good. Can you please just show me your arm, sir?"
John,Really... it... it's nothing.
Mack,John... I need to see it.
Lilla,Leave him alone.
John,"No, sweetheart, it's fine. It's just a scratch, really."
Mack,What'd you do with my parents?
John,"They've been gone a while. I harvested their skins. We could have had so much fun together, son."
May,Hang on!
Lilla,"Don't do it, Mack. Mack... Alfie..."
Deke,We're about to jump.
Simmons,"Last chance, if you..."
Sousa,I'm where I need to be.
Deke,"Where are you going, man? Mack!"
Mack,I just need some air.
Simmons,"Deke, where are you?"
Deke,"Hey, I said I would check on Mack. Believe it or not, I kind of get what he's going through."
Simmons,"No, where are you? The Zephyr's... leaving. Both of you get back now. ... deteriorating... about to jump..."
Deke,"Mack! Mack! Mack! Mack, we gotta go! Z1's in trouble!"
