character,line
May,No. No. But Kora is volatile. She already tried to kill your mother.
Daisy,"She just never said anything about a sister, another kid."
May,"It's possible that Kora wasn't alive. When we were at Afterlife, she stole a gun from a guard, and I think she intended to use it on herself. But Nathaniel got to her. I think, in the original timeline, she..."
Daisy,She went through with it. Which is why my mom would have left Afterlife to go do charity work and meet my dad and...
Mack,"We can't go down that hole right now, Daisy."
Daisy,Let me go with you.
Mack,No. We need you and your mother to survive. You're staying put.
Daisy,"Don't tell me it's because I'm not 100%, because I feel fine."
Mack,You're not going. This isn't time for that family reunion. We promised your mom we'd save Kora.
May,If she can be saved.
Nathaniel,"You can see the fluids draining from Mr. Li here into our friend Mr. Durant. The process used to be messy. But a guy I know once said discovery requires experimentation, so we experimented, found a better way. Still not painless. This is Kora, the one Inhuman we trust. The others felt entitled to judge who is given gifts, who not."
Kora,"It was tradition. When you're raised in it, you don't know any better."
Nathaniel,"Those days are over. Kora and I are champions of the people, like Robin Hood... stealing from the high and mighty and giving to those more deserving. Take Durant here. Simple mercenary, just trying to earn a decent living. S.H.I.E.L.D. decided he worked for the wrong people. What did they do, Durant?"
Durant,They shot down our plane.
Nathaniel,"They shot it right out of the sky. And who are they to decide that? S.H.I.E.L.D., Hydra, Inhumans...all committing horrors in the name of world order. Control."
Kora,You saved him from that oppression.
Nathaniel,And from the crashing plane.
Garrett,What kind of power is he getting?
Nathaniel,That's what he's getting. Kora. Mr. Li is in a lot of pain. Why don't you put him out of his misery. Mercy comes in many forms.
Li,I should have killed you years ago.
Kora,I forgive you for believing that.
Garrett,I want a power like that.
Nathaniel,Don't worry. You'll get yours as soon as we take it from S.H.I.E.L.D.
Elena,20 minutes out.
Mack,Nope.
Gordon,What? You don't trust me?
Coulson,"You seem pretty calm, considering where we're headed."
Gordon,"Well, this fight is necessary. That probably helps."
Deke,"Hey. I was just... taking a look at this again. Staying in the ‘80s wouldn't be my worst-case scenario, but... I know everybody wants to go home. And, hey, at least we're still alive, right?"
