character,line
Sarge,"Our tracker shows he's not from here, but he's no Shrike. What is he?"
May,Exhausting.
Mack,Nothing good has come from these things.
Benson,"And these monoliths, each had unique capabilities, controlled something different?"
Elena,"Yeah. Space, time, and this one, we never found out."
Mack,"We don't know where they're from or really much at all, but they're extremely powerful."
Benson,"Well, molecularly... their growths appear to be similar."
Elena,Which means what?
Benson,"Well, if monoliths control space and time, maybe these control life and death."
Mack,"So, if there are more of these creatures, then how bad could it get, and what are they after?"
Elena,"Keller said the man was, uh, headed towards a Ley Lines convergence point."
Benson,"A week ago, I would have said this was hippy-dippy nonsense. But Ley Lines are believed to be a matrix of planetary energy."
Elena,We've seen what these birds do with human energy.
Benson,"Now, if the creature had made it to a convergence point and initiated the same process, the result would be..."
Mack,Catastrophic.
Benson,What was that word he said? The man in the brick wall? He was repeating it.
Sarge,Pachakutiq. It's coming.
May,What does it mean?
Sarge,The death of everything.
May,You've seen it for yourself?
Sarge,"Too many times. They're singular and focused, serving only their creator."
May,Creator? A person?
Sarge,"A monster. This is the closest I've come to stopping it, and I've been hunting for as long as I can remember."
May,And how long is that exactly? What do you remember? A few weeks? A year back? You got anything before that?
Sarge,I've been tearing my way through this galaxy since before you were born.
May,You don't look old enough for that.
Sarge,"I've lived on planets moving at almost the speed of light. I've been alive for 100 of your years, and I'll be alive 100 years after you're gone. Your man may have run out of time, but for me..."
May,Don't joke about that anymore. You know I hate it.
Coulson,"I'm talking about you and what's next. I'm saying the Academy, it's not a bad idea. You'd make a great teacher."
May,Sounds like hell.
Coulson,You know what they say... every dream is someone else's nightmare.
May,Wait. What did you say?
Sarge,The Shrike are a cancer. I'm gonna make sure this is the last planet they ever infect.
May,How do you plan to do that?
Sarge,"To stop the spread, you cut off the limb. When their creator arrives, I'm gonna burn it all down."
Davis,You're not even trying.
Piper,"Yeah, speak for yourself."
Davis,Then why am I the only one sweating?
Piper,"It's ‘cause you haven't worked out in weeks, and it's starting to show."
Davis,We could've saved ourselves.
Piper,We're fine.
Daisy,We're leaving.
Davis,Great.
Piper,Okay.
Simmons,What's the plan?
Daisy,"Get to Z1, turn the power back on, and get the hell out of here."
Malachi,Found them.
Atarah,"Surrender, and I will guarantee a bloodless and efficient death."
Piper,"Well, that sounds reasonable."
Daisy,New plan... we fight.
Davis,"All right, let's do this. I'm thirsty."
Atarah,Take them.
Simmons,"No. Don't shoot. Daisy, don't."
Daisy,"Simmons, get out of the way."
Simmons,"Enoch was right. Fitz can't solve time travel without me, but not as a hostage... as his partner. Fitz and I, we're a team. Let the others leave, and I'll go with you."
Daisy,"No. No, no, no. Don't do this. We will find another way."
Simmons,"But there isn't one. We're impossibly outnumbered. We're unarmed. Even if we make it to the Zephyr, there's a fleet of ships waiting to blast us into oblivion. This is the end of the road. You followed me for a year across the galaxy. I never would have made it here without you, but I won't keep putting you in danger. Thank you. Now go home."
Daisy,"No. Simmons, I... I can't leave you."
Simmons,"You have to. Whatever happens, at least I'll be with Fitz. We'll have each other."
Snowflake,"You must like what you see, always staring at me."
May,"Your boss runs a tight crew. Everyone has a role. But you, I can't figure out."
Snowflake,Because I'm so mysterious.
May,I was gonna go with nuts. He even said you're unhinged. Probably why he didn't want you here when we had our talk earlier.
Snowflake,"I dig the unyielding-warrior vibe, but you've clearly closed yourself off from the universe."
May,Hmm.
Snowflake,You don't even know what you don't know. I can help you break free from your chrysalis of negativity.
May,"Whatever you say, princess butterfly."
Snowflake,"You'll be reborn, and then you'll see..."
Sarge,"Damn it, lady."
May,I told you I'd make it hurt.
Sarge,I thought you were coming around.
Sarge,He was your dream. I'm your nightmare.
Sarge,I thought you loved this face.
May,Told you it was easy to drift off.
Benson,Mack. I have a favor to ask.
Mack,"Yeah, go ahead."
Benson,I need a Quinjet and a pilot.
Mack,To go where?
Benson,"The Yucatán, where S.H.I.E.L.D.'s first monolith was unearthed. Then, South America. Pachakutiq is an Incan word. I think there could be some connection."
Mack,"Is this you going all in, or are you pulling the ripcord?"
Benson,"Maybe it's a long shot, but I'd like to try. With what we're up against, we need to turn over every stone."
Mack,Hmm. Pun intended?
Mack,Redirect our transceivers. Get a lock on that signal.
Daisy,"Lighthouse Control, this is Zephyr One. Requesting permission to land."
Elena,Welcome back.
Davis,"I never thought I'd be so happy to see this dirty, old place."
Piper,"Amen, brother."
Mack,Tremors.
Daisy,Director. Hi.
Mack,Where's Fitz and Simmons?
Trevor,"Sir, Agent May just called. She's on her way back. She caught him."
Daisy,Caught who?
Fitz,Enoch. They... They... They... They won't tell me anything. Is... Is... Is Jemma okay?
Enoch,"Daisy Johnson and her crew have returned home. Jemma Simmons is safe, but... a prisoner on this ship."
Fitz,"Okay, assume that I've asked you all the questions. Tell me what happened."
Enoch,The Chronicoms need you to develop a method of time travel so that we may go back and save our home world.
Fitz,That's insane.
Enoch,Insanity is relative.
Fitz,What does this got to do with Jemma? Why is she a prisoner? Enoch. What did you do?
Enoch,I told them that you were the only one who could accomplish this task and that... that Simmons would serve well as... motivation.
Fitz,You did what?
Enoch,It was the only way I could prevent your execution and also help my people.
Fitz,"You useless, no-good automaton."
Enoch,There's no need for pejoratives.
Fitz,You are the absolute worst!
Enoch,"On the bright side, you and Simmons will be together."
Fitz,The last thing that I would ever want is for Simmons to be in danger. And you knew that. Get out.
Enoch,I came here to tell you we are nearing our destination and that... I will always consider you a friend.
Fitz,The hell? Enoch. Okay.
