character,line
Daisy,"Go hot, wait for my signal. Thomas, initiate launch countdown. And try not to hit us on the way down."
Thomas,Copy that. 10 seconds.
May,Safety first.
Daisy,Always. Game on.
Lee,What was that?
Hale,Stop. Stand down.
Lee,"Ma'am, what are you..."
Hale,That's an order. I surrender.
Daisy,And we totally believe you.
Hale,There's no time for us to fight each other. I need your help. We all have to leave right now.
May,Help you? You can't be serious.
Hale,My daughter took the Gravitonium and went to use Strucker's machine.
Daisy,The Destroyer of Worlds.
Hale,"She's at the same facility your scientist friends are. Last I knew, they were alive. But if Ruby succeeds, you make no mistake, she will kill them."
Fitz,"No, hey! Hey, wait!"
Ruby,Since you were taking a while. Is this above your grade level?
Von Strucker,"No, no, no, no. They're S.H.I.E.L.D.'s best and brightest. There's nothing they can't do if motivated."
Simmons,Torturing us isn't going to make us work any faster.
Von Strucker,"Well, you didn't seem to mind torture the last time we met. Electrocuting me. You two didn't have wedding rings, then, either."
Simmons,Please. We're doing what you asked.
Von Strucker,Move. Move.
Fitz,Okay.
Von Strucker,The infuser's reversed. They're gonna have to start over.
Ruby,"You know, I only really need one of you. Two is starting to feel redundant."
Fitz,"Hey, we're working with very limited resources on a very old machine."
Simmons,Fitz! No! Stop it! Leave him alone! We'll fix it! We'll fix it!
Ruby,"Hey. Eyes up. Look at me. Next time, it's her. And I won't use my fists."
Talbot,This kid likes her crimson crayon. Redrum. Redrum.
Polly,What is this?
Talbot,Busted. Hi. My name's Glenn Talbot. You helped rescue me.
Polly,What are you doing in our room?
Talbot,"Uh, right. Uh, I shouldn't... I shouldn't be here. You're right. I know better. Uh, I just... I... I just... I couldn't... I couldn't help myself. I have a boy, George. He likes to draw, too. I just haven't seen him in a long time. It's just hard. I'm sorry. I just... I haven't been myself."
Polly,I think we're all a bit out of sorts these days. It's a strange time.
Talbot,"So, this is who all the fuss is about, huh? She can tell the future?"
Polly,"Sort of. She sees a lot, but it's all out of order."
Talbot,"That's a pretty remarkable gift you have, young lady. You must have seen some incredible things. Now, now. There's no need to be afraid of me. I'm Glenn."
Robin,You're the General.
Talbot,That's right. How did you know that?
Robin,I've drawn you.
Daisy,: There's something wrong with him. Creel touched the Gravitonium and felt people in there.
Coulson,Franklin Hall.
May,"Ian Quinn, too."
Daisy,"We've seen it consume people, but apparently, it also absorbs their consciousness."
Deke,Is that even possible?
Mack,"Well, assume the answer to that question's always yes."
Coulson,How's Creel doing now?
May,"He's barely hanging on, lost in his own head. We had to sedate him."
Coulson,We have to get him help. I owe him that much.
Daisy,"And we will, but right now, we have to stop Ruby."
May,"According to Hale, Fitz and Simmons have been spotted on site."
Mack,"Damn it, Yo-Yo. If that crazy Hydra girl powers herself..."
Deke,"Daisy, you can't go there. That's too dangerous."
Daisy,"For the hundredth time, I'm not gonna quake the world apart."
Deke,"That's not what I'm saying. I'm saying you have to be careful, because..."
Daisy,"No matter what, I'm not gonna use my powers around the Gravitonium."
Coulson,"If you won't quake and Ruby's powered, she'll kill you."
Daisy,"Sir, you brought me back to lead. This is what that looks like."
Coulson,You can't put yourself at risk like that.
May,"We'll make those decisions, Phil, not you."
Daisy,"Look, we need every advantage we can get, so go through Robin's drawings and see if there's anything we can use."
Deke,"Women, huh?"
Mack,"Shut up, lemons."
Talbot,Who is this? And when does this happen?
Polly,That's not really how it works.
Robin,Soon.
Talbot,Soon. And these? These all come true? We need to act on this. There are people who want to meet you. There are people who want to meet you.
Polly,Robin's getting tired. Maybe we could chat about this tomorrow.
Talbot,"No, tomorrow... tomorrow's too late. The mission's... The mission's today. The mission is now. I'm really sorry about this."
Polly,"Go, Robin! No! Robin, get out of here!"
Talbot,"Shh, shh, shh, shh, shh!"
Polly,"Go! Get help, Robin..."
