character,line
Sousa,Yeah. We need a medic for these two men. Or at least that one.
Sousa,Hell if I know. But you better search the base for others. I'm all right. Go.
Sousa,"Good guys, huh?"
Deke,You sure about this?
Mack,We gotta preserve the timeline.
Deke,You're on.
Mack,"Earthling. You will not reveal what you've seen here today, or the next time we abduct you... ... you will be... probed."
Sharpe,Someone help me! I was just abducted by aliens!
Woman,Looks like we got a live one.
Sharpe,You have to believe me! I saw their spaceship! And... And I'm pretty sure they were Communists... from the future.
