character,line
Mack,Sousa...
Sousa,Preserve oxygen. Copy that.
Mack,What are your intentions?
Sousa,Sir?
Mack,With Daisy.
Sousa,I don't have any intentions.
Mack,"Well, then, you better get some. And quick. 'Cause this thing is coming for you."
Sousa,This... thing?
Mack,"She's into you. And I'm not even sure she knows it yet, but pretty soon, she'll figure it out. And when she does... watch out. 'Cause when she gets something into her head..."
Sousa,"She won't stop. Yeah, I noticed."
Mack,"But listen... Daisy's been hurt. Bad. So I'm happy she's ready to dive back in, and I'm happy it's you. I like you. You seem like a good man."
Sousa,"Thanks, I..."
Mack,"Even if you're a little, you know, straight ahead..."
Sousa,"Wait, is that bad?"
Mack,But I'm not about to let her get hurt again. You hear what I'm saying?
Sousa,I think so. I think you're... threatening me. Sir.
Mack,No. Not just me. Every member of this team. And we have technology at S.H.I.E.L.D. that you've never even...
Sousa,I hear you. Loud and clear. I would never hurt her.
Mack,Hmm. Imagine that. The man out of time and Quake. Just like a damn comic book.
Sousa,Hold on. What did you just call her?
Mack,"Hmm? Uh, Quake. It's, uh... It's her superhero name."
Sousa,Really?
Mack,"Yeah. Yeah, really."
Sousa,Quake?
Mack,Mm-hmm.
Sousa,Do you not hear how hilarious that sounds? Quake.
Mack,I do now.
Sousa,Quake.
Simmons,"I've studied brains before, but it's another thing to study your own."
Enoch,Do not despair. Yours is one of the better brains I have seen.
Simmons,"You look at a lot of brains, Enoch?"
Enoch,The 19th century was a strange time for humanity.
Simmons,Much better.
Fitz,"Have to admit, I might be getting a bit jealous... of all the time you two are spending together."
Simmons,"Fitz, I think we may be close to a working design."
Fitz,"Well, I'm not. I need better materials. Not this salvaged scrap."
Enoch,"It's a good thing we are building a time machine, as it does not matter how long it takes."
Fitz,"Well, thanks for the vote of confidence, Enoch. Can you give us a moment?"
Enoch,Yes.
Enoch,"Oh, to yourselves. Of course."
Simmons,"With this working, and you in the building phase, we'll be able to rush back to the temple before we know it."
Fitz,Or not. Enoch's not wrong. It doesn't matter how long we take. So... We don't have to rush. We could just take some time to... live.
Simmons,Fitz...
Fitz,"We've built a nice home for ourselves here. We could spruce it up. Live, together. No mission, no end of the world. We could just... be."
Simmons,Is this about the blood work?
Fitz,No. And yeah. But because we deserve it regardless.
Simmons,We don't even know if it's...
Fitz,"Listen. If May and Coulson taught us anything, it's that we should take the time that we have."
Nathaniel,Ominous. But I need to see that home you built. Let's cycle through your last memories together.
May,I'm gonna give you something no one has given you in a long time.
Kora,And what's that?
May,The truth.
Kora,"It's okay. It's okay, she can heal. That's her power. She just... She just needs some help. Just take my energy. Come on. Take my energy. Go on. Mom, please. Please heal. Her neck, it's shattered. A quake... Where's my sister?"
May,"You know who did this, Kora."
Kora,"No, he must have had a reason. She attacked Nathaniel, or he was protecting me..."
May,Your mother died protecting Daisy from him.
Nathaniel,Here we go.
Simmons,"No. No, this isn't what the implant was built to do."
Fitz,We have no choice.
Nathaniel,Wait a minute.
Simmons,"It was supposed to forget your location, that's all."
Fitz,"I know, but that was before we knew."
Simmons,Not this. Never this.
Fitz,"You have to be strong, okay? And if you remember, you won't be able to be strong to do what you have to do."
Nathaniel,"No, no, no! Where we are?"
Simmons,You can't ask me to do this! Saying goodbye is hard enough!
Fitz,"Yeah, but you won't remember what you've forgotten. You won't know."
Nathaniel,Where are you?!
Simmons,"But I'll feel the guilt inside. The guilt for having left, a part of me being torn away..."
Fitz,Listen to me.
Simmons,I don't want to forget! I don't want to forget!
Fitz,"Hey, hey, it's gonna be... it's gonna be okay."
Simmons,I don't want to forget!
Fitz,"It's gonna be okay. It's gonna be okay, I promise."
Simmons,"I don't want to forget, I don't want to forget, I don't want to forget, I don't want to forget."
Nathaniel,Mm! We'll see if it even matters. The two of you have just scored front-row seats to the greatest show on Earth.
Simmons,Are you okay?
Deke,Am I okay? Are you okay? What happened in there? I'm guessing from his attitude that he didn't find Fitz.
Simmons,Fitz? Who's Fitz?
May,"Jiaying wasn't perfect, but you loved each other. I felt it."
Kora,No. She loved who I was. I changed and it faded... a long time ago.
May,"That change was painful, but Nathaniel is using that pain against you. Using you."
Kora,Nathaniel isn't using me. He saved me. He showed me how to live again. And I can never repay him for that.
May,All he wants is chaos.
Kora,Chaos. You're not using my pain? You think you know what I'm capable of? You think you feel what's inside me?
May,Yes.
May,Kora...
Garrett,"Time to go, sunshine."
Elena,"What are you, like, a computer genius now?"
Coulson,Yes.
Elena,What do we have here?
Coulson,The last thing Sibyl accessed.
Elena,The S.H.I.E.L.D. bases. Yep.
Coulson,"Everything from the Hub to the Sandbox to the... Oh, no."
Elena,"Coulson, what is it?"
Coulson,They didn't go to space to hide.
Mack,I have a visual on Z1. A few minutes out. Be prepped for docking.
Daisy,Hey. Thank you.
Sousa,For what?
Daisy,"Just, being here."
Sousa,"It was nothing, but you're welcome... Quake."
Daisy,"I'm sorry, what, now?"
Sousa,"Nothing, just happy to help, Quake. Whatever you need."
Daisy,Are you being funny?
Sousa,"Uh, is it funny? Not if that's what you like to be called... Quake."
Daisy,I... The press called me that. I never...
Sousa,You should probably put a Q on your utility belt so people know it's you.
Daisy,"That is really smart, yeah. Yeah, yeah, yeah, make fun of the person who can literally turn you to dust."
Sousa,"Yeah, you can Quake me. No, I get it. That's why they call you that."
Daisy,"Mack, what's happening?"
Mack,You tell me.
Daisy,That's why he came up here.
Mack,To call reinforcements.
Sheperd,"Sir, the Chronicom ships are..."
Nathaniel,What did I say about calling me sir?! Was I not very specific about how the new world order would be structured?
Kimball,These are the Chronicom ships?
Nathaniel,Sibyl contacted her home planet years ago. Had her Hunters make some modifications to their fleet. The signal we sent called them here.
Nathaniel,"To all Chronicom vessels, this is Nathaniel Malick. Your Predictor Sibyl has given you your marks. You may fire whenever you want."
Coulson,"Repeat, this is the Lighthouse, do you copy?"
Man,"Lighthouse, this is the Hub. Good to hear from you. We thought that base was decom..."
May,"Oh, no."
Coulson,They're doing it. They're destroying S.H.I.E.L.D.
Garrett,Always wanted to be a part of something bigger.
Nathaniel,We're just getting started. Kora. You are a sight for sore eyes. Thank you for today. Couldn't have done it without you.
Kora,Did we give people new life?
Nathaniel,"We did. By ending so, so many."
